Order_ID,Customer_Name,City,Category,Product,Price,Quantity,Discount_Percent,Revenue,Profit,Payment_Mode,Rating,Delivery_Days
1168,Janice Moran,Bhopal,Home,Curtains,58249,4,24,232996,113536.93,Net Banking,4.9,4
1169,Mr. Michael Dominguez,Pune,Sports,Cricket Bat,33268,1,20,33268,13565.48,UPI,4.3,9
1170,Corey Franklin,Indore,Electronics,Monitor,11493,2,8,22986,9660.38,Card,4.6,2
1171,Tracy Ramos,Indore,Fashion,Jeans,46320,1,13,46320,26805.26,Cash,3.1,2
1172,Alice Koch,Bangalore,Home,Table,4194,3,29,12582,7050.53,Cash,4.5,3
1173,Jennifer Lawrence,Bhopal,Electronics,Monitor,62425,2,24,124850,39675.52,UPI,4.8,1
1174,Sarah Atkinson,Indore,Home,Table,20097,5,30,100485,31060.53,Net Banking,2.8,5
1175,Debbie Anderson,Hyderabad,Fashion,Jacket,16470,1,7,16470,7116.19,Net Banking,2.7,8
1176,Shirley Cabrera,Mumbai,Sports,Football,83331,5,18,416655,209671.11,Cash,3.6,10
1177,Jack Wright,Delhi,Home,Table,75298,4,5,301192,100673.87,Cash,2.7,9
1178,Barbara Lee,Pune,Sports,Football,51677,4,1,206708,71465.5,Cash,4.4,6
1179,Alexandra Melton,Hyderabad,Electronics,Monitor,32104,1,24,32104,11789.83,Cash,2.8,6
1180,Jorge Herrera,Bhopal,Sports,Gym Gloves,84752,2,26,169504,48875.29,Net Banking,4.1,3
1181,Donna Richardson,Mumbai,Electronics,Headphones,5347,3,6,16041,9343.52,UPI,3.3,5
1182,Scott Gross,Bangalore,Sports,Treadmill,71676,4,8,286704,167822.67,Card,3.2,1
1183,Nancy Gray,Bhopal,Books,AI Book,36311,1,25,36311,16441.34,Net Banking,4.7,7
1184,Brooke Drake,Indore,Home,Table,65538,4,11,262152,60367.27,Cash,4.5,7
1185,Brandon Castillo,Delhi,Electronics,Headphones,79464,2,17,158928,76681.72,UPI,3.3,5
1186,Linda Morgan,Pune,Home,Lamp,79486,4,5,317944,103043.77,Net Banking,2.6,6
1187,Mitchell Peters,Bhopal,Sports,Treadmill,36486,1,2,36486,12096.07,Cash,3.8,3
1188,Ethan Martin,Mumbai,Electronics,Mobile,80135,4,1,320540,176139.29,Cash,3.4,10
1189,Bradley Jacobs,Bhopal,Electronics,Keyboard,20611,4,30,82444,37232.88,UPI,3.9,9
1190,Sean Novak,Delhi,Home,Lamp,41707,3,7,125121,27000.11,Card,3.7,7
1191,Robert Smith,Indore,Sports,Football,34811,3,22,104433,44017.54,Cash,4.2,8
1192,Linda Bishop,Bangalore,Fashion,Shoes,18290,1,14,18290,9710.85,Net Banking,5.0,6
1193,Clifford Turner,Pune,Books,AI Book,93500,1,17,93500,35822.79,Card,4.3,3
1194,Aaron Thompson,Mumbai,Home,Curtains,29891,1,6,29891,8464.35,Net Banking,2.6,9
1195,Benjamin Sanders,Delhi,Sports,Gym Gloves,61763,5,4,308815,109697.47,UPI,3.3,8
1196,Mr. Marc Alexander Jr.,Pune,Sports,Treadmill,54165,5,2,270825,148918.35,UPI,3.6,9
1197,Tara Russell,Mumbai,Home,Table,72760,5,5,363800,106552.42,Net Banking,3.8,1
1198,Kelsey Frost,Bangalore,Electronics,Keyboard,20556,3,5,61668,33005.53,Card,3.4,9
1199,Veronica Taylor,Pune,Home,Chair,33347,2,20,66694,14503.23,Card,4.1,10
1200,Amber Evans,Mumbai,Sports,Football,66373,2,18,132746,29649.78,Card,4.1,10
1201,Paul Love,Bangalore,Home,Curtains,5899,1,2,5899,3432.13,Cash,4.1,10
1202,Brandon Mejia,Pune,Beauty,Cosmetics,65778,5,9,328890,112887.24,Net Banking,3.1,7
1203,Jacqueline Brown,Bhopal,Home,Lamp,10064,1,5,10064,4268.72,Net Banking,3.0,10
1204,Rachel Moran,Pune,Fashion,Jacket,94657,3,23,283971,58154.61,Net Banking,2.8,6
1205,Kelli Fox,Bhopal,Sports,Football,42327,2,14,84654,46643.61,Card,2.9,1
1206,Katherine Francis,Mumbai,Home,Lamp,81158,4,7,324632,69771.75,Cash,4.8,6
1207,Chad Hood,Pune,Fashion,T-Shirt,65808,5,14,329040,131779.24,Net Banking,2.6,7
1208,Valerie Walker,Delhi,Sports,Treadmill,32052,2,18,64104,29413.61,Cash,3.7,8
1209,William Montgomery,Pune,Home,Curtains,1571,1,13,1571,858.44,Cash,4.4,6
1210,Melissa Jones,Indore,Electronics,Headphones,7205,5,17,36025,18810.02,Cash,2.7,9
1211,Phillip Kelly,Delhi,Beauty,Face Wash,82189,5,3,410945,225417.57,Net Banking,3.4,6
1212,Allen Silva,Bhopal,Sports,Gym Gloves,99454,2,6,198908,71410.92,UPI,2.6,3
1213,Craig Anderson,Indore,Books,AI Book,62594,5,14,312970,169136.42,Card,3.3,10
1214,Mr. Zachary Allen,Indore,Home,Table,52005,5,23,260025,68375.97,Cash,3.8,9
1215,Mariah Bradshaw,Delhi,Sports,Treadmill,93395,5,9,466975,191479.81,Cash,3.3,2
1216,Whitney Daniel,Bangalore,Beauty,Face Wash,95569,1,19,95569,39198.96,Card,4.3,10
1217,Kimberly Lopez,Mumbai,Beauty,Perfume,69212,5,24,346060,91198.28,Card,2.6,2
1218,Courtney Frey,Bangalore,Fashion,Shoes,58307,3,13,174921,94357.2,Card,3.5,10
1219,Lindsey Hall,Pune,Beauty,Cosmetics,93007,2,16,186014,96181.02,Net Banking,3.8,6
1220,Carlos Anthony,Hyderabad,Fashion,Jeans,70378,3,17,211134,96759.59,Cash,4.0,4
1221,Joshua Smith,Pune,Fashion,Jacket,73649,3,7,220947,49360.84,Cash,4.3,8
1222,Amy Sims,Bangalore,Home,Lamp,46218,5,29,231090,52273.91,Cash,3.2,10
1223,Kristen Tran,Mumbai,Books,Maths Book,52212,3,30,156636,45545.72,Cash,2.6,2
1224,Karen Cabrera,Mumbai,Home,Lamp,86479,3,23,259437,105945.85,Cash,4.8,5
1225,Mary Allen,Bangalore,Fashion,Shoes,81198,5,7,405990,204219.78,Card,4.1,1
1226,Charles Smith,Mumbai,Electronics,Headphones,43792,4,3,175168,57371.58,UPI,4.9,3
1227,Jessica Howard,Pune,Beauty,Lipstick,63080,2,24,126160,27053.04,Cash,4.1,2
1228,Amanda Braun,Bhopal,Books,SQL Book,70643,1,29,70643,16347.61,Card,4.8,1
1229,Jenna Jenkins,Pune,Beauty,Lipstick,24920,3,28,74760,43735.61,UPI,4.8,6
1230,Vicki Barrett,Mumbai,Home,Lamp,84558,5,16,422790,170145.51,Net Banking,3.2,2
1231,Becky Marshall,Mumbai,Home,Table,96329,4,20,385316,191538.29,UPI,4.3,5
1232,Jamie Murphy,Bhopal,Sports,Cricket Bat,23502,5,27,117510,40483.33,Net Banking,3.8,2
1233,Ruth Hanson,Mumbai,Beauty,Cosmetics,24719,2,15,49438,23263.51,UPI,3.2,4
1234,Christopher Harrison,Delhi,Beauty,Face Wash,43704,3,18,131112,40755.77,Cash,4.1,4
1235,Daniel Cook,Indore,Electronics,Laptop,61500,3,5,184500,80780.25,Cash,4.2,5
1236,Tiffany Riley,Mumbai,Home,Curtains,29447,2,30,58894,32189.84,Net Banking,4.4,10
1237,Joel Lee,Indore,Home,Lamp,92504,5,29,462520,190405.04,Card,4.4,10
1238,Laura Harrison,Indore,Electronics,Keyboard,59056,5,22,295280,134436.87,UPI,2.7,9
1239,Kirk Davis,Hyderabad,Sports,Cricket Bat,75565,5,4,377825,201828.5,Net Banking,2.8,4
1240,Kathryn Downs,Bhopal,Books,Maths Book,12419,5,14,62095,17170.71,Card,3.8,8
1241,Mark Stout,Bangalore,Sports,Football,73742,4,21,294968,81775.12,UPI,3.5,1
1242,Elizabeth Knight,Bangalore,Books,SQL Book,76300,1,1,76300,32848.76,UPI,3.9,1
1243,Kaitlyn Mason,Mumbai,Electronics,Headphones,4659,3,13,13977,7379.96,Net Banking,3.4,7
1244,Jose Campos,Hyderabad,Beauty,Lipstick,49736,1,21,49736,10660.53,Card,4.1,6
1245,Steven Mills,Mumbai,Electronics,Mobile,70919,4,16,283676,155755.48,UPI,4.4,5
1246,Kayla Valentine,Bhopal,Beauty,Lipstick,70221,4,26,280884,142726.82,Cash,2.9,4
1247,Sara Mckenzie,Delhi,Books,Python Book,4722,4,19,18888,5545.11,Card,3.0,2
1248,Jessica Clark,Delhi,Sports,Football,59015,5,21,295075,94036.12,Card,4.4,7
1249,Kevin Harris,Delhi,Beauty,Perfume,71247,2,24,142494,36265.85,Card,3.8,5
1250,Daniel Glenn,Hyderabad,Fashion,Watch,42299,5,19,211495,61541.81,Cash,3.1,3
1251,Daniel Simmons,Indore,Books,SQL Book,54706,3,8,164118,94469.1,Card,4.1,7
1252,Connie Foster,Bhopal,Sports,Treadmill,6645,3,30,19935,6831.2,Cash,4.2,7
1253,Kelsey Anderson,Mumbai,Fashion,Jacket,49843,2,24,99686,38362.03,Card,3.3,3
1254,Jason Wall,Indore,Beauty,Cosmetics,74213,4,30,296852,128654.72,Card,3.5,5
1255,Connie Lopez,Pune,Fashion,Jacket,85265,1,29,85265,35818.57,UPI,3.8,4
1256,James Kirk,Delhi,Electronics,Monitor,49936,5,19,249680,145858.31,Card,4.5,10
1257,Beth Abbott,Pune,Books,SQL Book,63335,2,27,126670,30044.46,UPI,3.0,4
1258,Terry Harris,Indore,Books,Python Book,98394,4,29,393576,197954.06,Card,3.5,4
1259,James Dean,Pune,Sports,Gym Gloves,37601,4,14,150404,58137.15,Cash,3.2,9
1260,Amy Rice,Mumbai,Beauty,Lipstick,13424,4,24,53696,14181.52,Cash,3.3,1
1261,Brandon Cantrell,Indore,Sports,Cricket Bat,97657,2,0,195314,96815.27,Net Banking,3.2,4
1262,Tina Donovan,Indore,Home,Table,50286,5,26,251430,126144.44,Cash,3.1,8
1263,Michael Johnson,Mumbai,Books,Maths Book,60901,2,23,121802,34349.36,Card,4.3,8
1264,Mark Farley,Hyderabad,Fashion,Watch,84623,1,16,84623,49628.89,UPI,4.9,1
1265,Michael Quinn,Delhi,Electronics,Headphones,18521,2,2,37042,11747.21,Card,3.8,6
1266,Joseph Davis,Bhopal,Electronics,Keyboard,84088,5,29,420440,171000.66,UPI,2.5,9
1267,Jessica Robles,Pune,Beauty,Cosmetics,2692,5,23,13460,6596.8,UPI,3.8,7
1268,Morgan Gomez,Indore,Fashion,Shoes,13124,5,4,65620,33047.05,Cash,4.5,5
